,stock_code,alpha,beta_market,beta_smb,beta_hml,r_squared,adj_r_squared,f_pvalue,obs_count,p_value_alpha,p_value_market,p_value_smb,p_value_hml,t_stat_alpha,t_stat_market,t_stat_smb,t_stat_hml
37,001979,0.0001950428157213295,0.9866795876420639,0.0989397081594968,0.07163674082108953,0.23683974241821582,0.2351337209780181,2.4518236284988466e-78,1346,0.7509544439524829,5.846358069859661e-79,0.03371264597024637,0.13072311701026126,0.31744619221307624,20.12919541603547,2.1256735192998164,1.5121815726479528
38,002001,0.0008716181184547861,1.1335608602376652,0.08931169694152416,0.016479056760391405,0.2895109331078791,0.2879413696316815,2.5569243627031094e-100,1362,0.15662213870966654,1.868211541368775e-99,0.05658277987217716,0.7292282346276007,1.4173084821982016,23.045682544373417,1.9081480463160516,0.34622370418855103
39,002007,-6.0465001417548395e-05,0.8533029355310882,-0.16581117266395126,-0.1080190085405754,0.17801523286995502,0.17619936077762066,1.9401028269412722e-57,1362,0.9304265151375753,1.7280624384792647e-49,0.0016889617646378076,0.044031771887310216,-0.08732442356926241,15.40783063662407,-3.146379037336786,-2.0156640909929813
40,002027,-9.916949677365247e-05,1.5757667005830254,-0.13673444193262096,-0.10118416659793711,0.3693473036259862,0.36795410915682425,2.0439761540391777e-135,1362,0.8941904846331575,1.5924228733228918e-124,0.016086408798062102,0.07970028297949668,-0.13302858249291907,26.42806515267819,-2.4099629473198307,-1.75374208897592
41,002049,0.0005621783170623844,1.1187827376099428,-0.14403780002741548,-0.07122627532169823,0.20574794800342822,0.2039724218067146,9.908743744024923e-67,1346,0.48739706854230536,3.573927926489984e-60,0.019358579629670362,0.25469383121190975,0.6946465581502265,17.216404149881843,-2.341374376703552,-1.1395100382676602
42,002050,0.001039780083346769,1.1912546417727383,-0.09967775352881256,-0.07217481762574485,0.24952197154637334,0.24786406721252885,3.331433674427627e-84,1362,0.16422625493996904,9.105596414189658e-78,0.0798266566809293,0.2121652806935532,1.3917492294664793,19.935663626828678,-1.7530056899584794,-1.2482210502013449
43,002074,0.0004440037671629987,1.2524606219806882,-0.09269089931066242,0.05069070085737154,0.24720720087022519,0.24553556623115103,7.232427824070088e-83,1355,0.5771059225802464,5.964464954180745e-75,0.2321962452799948,0.5700070649138094,0.5577523306431743,19.520312040705537,-1.1952574004124674,0.5681801540904853
44,002129,0.0003604468719484242,1.241689822100141,-0.19547132714394252,-0.17460560725801083,0.2567943477637761,0.2551525090622233,4.54315273091702e-87,1362,0.6470589958238191,2.3708118777960387e-76,0.0011294571693611659,0.0042167740746570795,0.45795366518493547,19.724227167737183,-3.2630890724219563,-2.8663206779346506
45,002142,0.00010667354226348154,0.9910498933447525,-0.09924891745349979,-0.0797956948608626,0.3440173236301717,0.3425617407684043,2.8563542835222995e-123,1356,0.8310991948242663,2.1163000753032496e-112,0.009120299848893062,0.039117471844029306,0.21333326229396682,24.824955146075062,-2.6112770403872396,-2.064955798375374
46,002179,0.0009151593106578002,0.7766308112765781,-0.010320460188656191,0.003368579912393756,0.16202568234747672,0.16017448724220607,8.886176565277241e-52,1362,0.14276684587608526,2.3446220239686567e-50,0.8280208255268025,0.9444094220367456,1.466414755090541,15.55898749910657,-0.21728251088337258,0.06974182148731284
47,002180,0.0003247053883645772,0.9465003940011355,0.05667712776382238,0.02086683913712542,0.17226632452968538,0.17042555282737926,5.058830922152013e-55,1353,0.6521745374292804,3.726416089536207e-55,0.3005082348546518,0.707711592078212,0.4508438672473414,16.38286359673663,1.035741815700629,0.3750105192873305
48,002230,9.339009433684187e-05,1.1781412281970765,-0.1466640190689021,-0.11484044485069407,0.28884773424516264,0.28727670567574837,4.812295995583449e-100,1362,0.8906123526211877,7.42299593140892e-90,0.0046022761810283795,0.029020120596149734,0.13755520370180122,21.696024396127818,-2.8383462972456925,-2.185533100669796
49,002236,-0.00035769661627280857,1.3868129199940922,-0.2036512227300763,-0.21518531539195665,0.3420660168320976,0.3406104106746465,9.195830704145444e-123,1360,0.6174427602055439,4.6310191942552625e-108,0.0001926719194962716,0.00010757436513403784,-0.49959296929769387,24.230359423275402,-3.7387041418062705,-3.8842937831216506
